merchant,description,category
XBOX LIVE $154.68,,Entertainment
Toll,Car rental,Transport
Little Caesars SUBSCRIPTION RENEWAL Fries,,Food & Drink
Twitch,E-book,Entertainment
Uber,Gas,Transport
Recycling,подписка,Bills & Utilities
MISC PURCHASE $42.34 Uncategorized,,Other
United Way,Pressing,Other
DIVIDEND DISA $8084.69 Licensing,,Income
Venmo,Insurance payout,Income
RENT PAYMENT $1540.50,,Housing
Banggood,,Shopping
Notary,,Other
PROPERTY TAX $1150.84,,Housing
STATE TREASURY REFUND Freelance payment,,Income
LOWES #8668 $2036.59 Property tax,,Housing
Psychiatrist,चिकित्सा,Healthcare
Storage Unit,Landscaping,Housing
Ultrasound,Doctor visit,Healthcare
UBER *TRIP $732.88,,Transport
Painting,홈,Housing
CVS PHARMACY #1538 $571.20,,Healthcare
Electrify America,出租车,Transport
MISC PURCHASE $125.50 Kennel,,Other
Veterinarian,Prescription,Healthcare
Community College,مدرسة,Education
STOCK SALE AIRB $1103.76 Patent income,,Income
Notebooks,,Education
Heartland Dental,,Healthcare
CompTIA,مدرسة,Education
Squarespace,Royalties,Income
BEST BUY #4031 CHICAGO,,Shopping
Longhorn Steakhouse,Late night snack,Food & Drink
Insurance Premium,Security system,Bills & Utilities
Medicine,चिकित्सा,Healthcare
Dry Cleaners,Wire,Other
SNCF,,Transport
MISC PURCHASE $63.98,,Other
T-MOBILE AUTOPAY $287.85,,Bills & Utilities
School Supplies,Study material,Education
CreativeLive,Guitar lesson,Education
PG&E ELECTRIC $307.33 Direct debit,,Bills & Utilities
Florist,diversos,Other
Apartment,,Housing
HOSPITAL BILL $1094.88,,Healthcare
POS PURCHASE Souplantation TOKYO Water,,Food & Drink
Warehouse,прочее,Other
QUEST DIAGNOSTICS $568.56 Medical bill,,Healthcare
Spa Day,,Entertainment
DIRECT DEBIT Liberty Mutual $224.67,,Bills & Utilities
EXXON MOBIL #8008 Seat upgrade,,Transport
Tip,Sublease,Income
TARGET T-6227 PURCHASE,,Shopping
Game Ticket,Streaming subscription,Entertainment
GCP Training,Technology fee,Education
Chili's,еда,Food & Drink
Textbook Store,,Education
Crutches,Surgery,Healthcare
Kaplan,,Education
ATM WITHDRAWAL FEE,,Other
BP Pulse,gasolina,Transport
Insurance Premium,Subscription,Bills & Utilities
Direct Deposit,,Income
Vivid Seats,musique,Entertainment
Card Game,Play,Entertainment
Salvation Army,Retainer,Other
CVS PHARMACY #6139 $369.69,,Healthcare
Lottery Ticket,Postage,Other
Nanny,Prepaid load,Other
VENMO CASHOUT $738.95,,Income
Discovery+,Pay-per-view,Entertainment
Snow Removal,Deep clean,Housing
WAL-MART SUPERCENTER #3709 Hiking,,Shopping
RECURRING PAYMENT Allstate Cable,,Bills & Utilities
HOME DEPOT #3573 $2150.97 Maintenance,,Housing
PURCHASE AUTHORIZED Souplantation $80.88,,Food & Drink
ASOS,Tools,Shopping
BP,Airport shuttle,Transport
Contractor,,Housing
COURSERA PURCHASE $1769.97,,Education
Appliance Store,租金,Housing
AUTOPAY VERIZON WIRELESS $230.20,,Bills & Utilities
Hulu,Manicure,Entertainment
Fidelity,Royalties,Income
Microsoft 365,Software subscription,Bills & Utilities
DIRECT DEPOSIT PAYROLL $1975.45,,Income
Go-Karts,,Entertainment
Rebate,Claim settlement,Income
SSDI,,Income
Continuing Education,Grant,Education
METRO TRANSIT $106.39,,Transport
Daycare,Other expense,Other
MAINTENANCE Smart Lock $2656.06 Lawn mowing,,Housing
AMAZON.COM PURCHASE $167.65,,Shopping
Electric Bill,,Bills & Utilities
Skillsoft,,Education
BANK FEE $71.48 Delivery,,Other
METRO TRANSIT $80.67,,Transport
Crate & Barrel,ملابس,Shopping
Professional Development,,Education
GEICO PAYMENT $232.69 Recurring charge,,Bills & Utilities
Freelancer.com,paiement,Income
Pest Control,Windows,Housing
PAYPAL TRANSFER $1744.02,,Income
DELTA AIR LINES $111.04 Diesel,,Transport
Nationwide,Cloud storage,Bills & Utilities
Orthopedist,Physical exam,Healthcare
Nightclub,Fitness class,Entertainment
Longhorn Steakhouse,Snack,Food & Drink
Car Wash,First class,Transport
Ring Doorbell,Plumber,Housing
TARGET T-2406 PURCHASE Bracelet,,Shopping
Employer Payroll,Cash back reward,Income
DELTA AIR LINES $155.88 Premium gas,,Transport
NETFLIX.COM $26.65 Rental,,Entertainment
Barnes & Noble,DLC,Entertainment
Steam,Sandals,Shopping
SKILLSHARE $1105.86,,Education
DEBIT PURCHASE Cabela's,,Shopping
E*Trade,Capital gains,Income
Coursera,Monthly subscription,Education
Liberty Mutual,,Bills & Utilities
PAYPAL TRANSFER $1490.92 Gig payment,,Income
Parking,,Other
TICKETMASTER $135.83,,Entertainment
Xbox Game Pass,,Entertainment
AT&T,保险,Bills & Utilities
Storage,,Other
CT scan,Braces,Healthcare
FiOS,Convenience fee,Bills & Utilities
ONLINE PURCHASE Papa Murphy's.COM Holiday dinner,,Food & Drink
TXU Energy,Cable,Bills & Utilities
Etsy,Prize,Income
Planet Fitness,تأمين,Bills & Utilities
Pension,Donation received,Income
Health Insurance,Gas bill,Bills & Utilities
Personal Trainer,Season pass,Entertainment
Laser Tag,流媒体,Entertainment
DEBIT CARD PURCHASE Baskin-Robbins,,Food & Drink
Plant Store,общее,Other
PG&E ELECTRIC $99.36 Late fee,,Bills & Utilities
Home Warranty,,Housing
COURSERA PURCHASE $417.11,,Education
PG&E ELECTRIC $166.07,,Bills & Utilities
Udemy,学校,Education
LSAT Prep,Martial arts,Education
Guitar Lessons,,Education
Sylvan Learning,,Education
Locksmith,ипотека,Housing
Community Center,ATM,Other
Physical Therapy,больница,Healthcare
Planned Parenthood,,Healthcare
Roofing,Pest control,Housing
AXS,kino,Entertainment
Molly Maid,,Housing
VENMO CASHOUT $2957.17 Part-time work,,Income
CareNow,X-ray,Healthcare
Applebee's,Juice,Food & Drink
PHARMACY PURCHASE $152.90 Crown,,Healthcare
KAISER PERMANENTE $1315.38 Consultation,,Healthcare
PARKING BERLIN $56.18 Inspection,,Transport
Longhorn Steakhouse,Breakfast,Food & Drink
Water Company,Water bill,Bills & Utilities
STEAM PURCHASE $107.29,,Entertainment
Lottery,,Entertainment
DEBIT PURCHASE CVS,,Shopping
Kaiser Permanente,,Healthcare
Security System,hypothèque,Housing
Roofing,Vacation rental,Housing
Handyman,Monthly mortgage,Housing
ATM WITHDRAWAL FEE General expense,,Other
Zelle,,Income
LYFT RIDES $225.20,,Transport
Fine,Other expense,Other
Vanguard,,Income
Lufthansa,Inspection,Transport
Facebook Marketplace Housing,Paint,Housing
Casino,Bank fee,Other
PlayStation Plus,Theatre,Entertainment
LeetCode,Fellowship,Education
Hardwood,سكن,Housing
USPS POSTAGE $70.28,,Other
STEAM PURCHASE $76.63,,Entertainment
Trader Joe's,,Food & Drink
STATE FARM INS $38.54 Utility bill,,Bills & Utilities
TARGET T-3943 PURCHASE,,Shopping
Accountant,,Other
Verizon,बिल,Bills & Utilities
Reebok,,Shopping
IKEA,Maternity,Shopping
COURSERA PURCHASE $37.85,,Education
STOCK SALE ROBI $9257.62,,Income
Delta Airlines,Flight ticket,Transport
Government,Tax prep,Other
Social Security,Side hustle,Income
Commission,환급,Income
TARGET T-3298 PURCHASE,,Shopping
Orkin,Flooring,Housing
Urologist,Lab results,Healthcare
Chanel,,Shopping
HOME DEPOT #8337 $1442.08,,Housing
Zara,,Shopping
CVS PHARMACY #3865 $374.32 Medical supplies,,Healthcare
Shell Recharge,First class,Transport
Neurologist,Dental checkup,Healthcare
USPS POSTAGE $163.67,,Other
Gift Money,,Income
Etsy,GoFundMe,Income
RECURRING PAYMENT Ring Wireless service,,Bills & Utilities
Singapore Airlines,Uber,Transport
Cold Stone STORE #5006 PURCHASE Meal,,Food & Drink
Coursera Plus,educación,Education
Dermatologist,,Healthcare
Stationery,Scholarship,Education
SHELL OIL LONDON #4395 Gas,,Transport
Pay-per-view,,Entertainment
School,университет,Education
USPS POSTAGE $197.08,,Other
SCHOOL PAYMENT $17.00,,Education
Greyhound,Bridge toll,Transport
UBER EATS *Papa Murphy's PURCHASE,,Food & Drink
Thai Basil,Catering order,Food & Drink
Puma,Clothing,Shopping
RedBus,Car wash,Transport
USPS POSTAGE $115.77,,Other
FEDEx SHIPPING $170.75 Scanning,,Other
LIVE NATION $186.12,,Entertainment
TGI Friday's,Coffee,Food & Drink
Taco Bell,Wrap,Food & Drink
Lease,Landscaping,Housing
Stock Sale,Donation received,Income
Nando's,Pizza,Food & Drink
Netflix,Add-on content,Entertainment
Lime,benzin,Transport
Parking Meter,táxi,Transport
BOOK STORE $480.24,,Education
SSDI,Cash back reward,Income
WALGREENS #4855 $524.62 Pharmacy,,Healthcare
Conference,Scholarship,Education
Heartland Dental,pharmacie,Healthcare
Online Shopping,Gift,Shopping
PHARMACY PURCHASE $1498.23,,Healthcare
CompTIA,,Education
UDEMY COURSE $412.48,,Education
Disability,Consulting,Income
Kate Spade,,Shopping
HOSPITAL BILL $1274.19,,Healthcare
New Balance,家居,Shopping
Car2Go,旅行,Transport
METRO TRANSIT $698.61,,Transport
MORTGAGE PAYMENT $2217.78,,Housing
UNIVERSITY TUITION $911.70,,Education
GEICO PAYMENT $286.66,,Bills & Utilities
Surgery,Hospital stay,Healthcare
Workshop,curso,Education
LOWES #3842 $2874.96 Utility deposit,,Housing
MEDICAL CENTER $576.61,,Healthcare
PAYPAL TRANSFER $106.75,,Income
Gas Bill,Interest charge,Bills & Utilities
LOWES #3615 $1780.08 Smart home,,Housing
Brilliant,Art class,Education
Steam,Live show,Entertainment
Gift Card,其他,Other
COMCAST CABLE $299.39 Electric bill,,Bills & Utilities
Marco's Pizza STORE #7436 PURCHASE,,Food & Drink
AT&T Store,einkaufen,Shopping
ACH CREDIT Rewards Contract work,,Income
GEICO PAYMENT $198.55 Monthly fee,,Bills & Utilities
ATM WITHDRAWAL FEE Monthly subscription,,Other
Life Insurance,Monthly fee,Bills & Utilities
Apple,zuhause,Shopping
HOA DUES $2413.40 HOA fee,,Housing
Burger King STORE #4407 PURCHASE Delivery,,Food & Drink
Optometrist,COVID vaccine,Healthcare
Denny's,,Food & Drink
Spotify,música,Entertainment
Gas Station,Bridge toll,Transport
First American,Mattress,Housing
Alliance Française,Tech course,Education
Poker Night,Annual plan,Entertainment
Amazon Prime,Interest charge,Bills & Utilities
HP,Hat,Shopping
Gojek,택시,Transport
WAL-MART SUPERCENTER #8465 Charger,,Shopping
PG&E ELECTRIC $65.28,,Bills & Utilities
Ophthalmologist,Flu shot,Healthcare
Late Fee,各种,Other
Tax Payment,Overdue payment,Bills & Utilities
SPOTIFY USA $173.13 Monthly subscription,,Entertainment
KFC,,Food & Drink
STATE TREASURY REFUND Licensing,,Income
Venmo,remboursement,Income
Zelle,Bonus,Income
Temple,,Other
STEAM PURCHASE $143.06,,Entertainment
FedEx,allgemein,Other
Gmail,Processing fee,Bills & Utilities
Craigslist Housing,,Housing
Realtor.com,주택담보대출,Housing
Carpool,Registration,Transport
Sam's Club,Sandals,Shopping
Dunkin',,Food & Drink
UDEMY COURSE $1082.67 Tuition payment,,Education
USPS POSTAGE $34.33 Consultation,,Other
West Elm,खरीदारी,Shopping
DENTAL ASSOCIATES $830.80 Extraction,,Healthcare
ACH CREDIT Gift Money,,Income
UPS SHIPPING $82.40,,Other
UNITED AIRLINES $646.44,,Transport
Prepaid plan,Standing order,Bills & Utilities
Urologist,चिकित्सा,Healthcare
Health insurance copay,,Healthcare
Bonus Payment,आय,Income
STEAM PURCHASE $7.97,,Entertainment
Home Security,,Bills & Utilities
Dior,zuhause,Shopping
Mount Sinai,Pet vet visit,Healthcare
PROPERTY TAX $1357.47,,Housing
Florist,Childcare,Other
Coach,Adapter,Shopping
Etsy,hogar,Shopping
Spotify,Software subscription,Bills & Utilities
Curry House SUBSCRIPTION RENEWAL,,Food & Drink
SSDI,einkommen,Income
Drugstore,Medical visit,Healthcare
Gift Card,Notary,Other
Heartland Dental,Root canal,Healthcare
BEST BUY #1314 SAO PAULO Accessories,,Shopping
AMC THEATRES HOUSTON $80.99 Podcast,,Entertainment
USAA,उपयोगिताएँ,Bills & Utilities
Plant Store,Lost item,Other
Cracker Barrel,레스토랑,Food & Drink
JetBlue,viagem,Transport
WAL-MART SUPERCENTER #3060 Makeup,,Shopping
Streaming service,,Entertainment
Tropical Smoothie,Seafood,Food & Drink
Property Tax,청구서,Bills & Utilities
CVS,Fragrance,Shopping
Home Depot,Clothing,Shopping
LA Fitness,Auto-pay,Bills & Utilities
Kumon,Grant,Education
Parking Garage,出租车,Transport
ATM WITHDRAWAL FEE Unknown,,Other
Mortgage,Storage,Housing
MAINTENANCE Electrician $2588.16,,Housing
The Halal Guys,,Food & Drink
PROPERTY TAX $617.20 Flooring,,Housing
HBO Max,Internet,Bills & Utilities
Intellectual Property,,Income
METRO TRANSIT $604.38,,Transport
Adidas,Pet supplies,Shopping
Upwork,Royalties,Income
Storage Unit,Garden,Housing
Settlement,,Income
Taco Bell STORE #5489 PURCHASE,,Food & Drink
Vision Center,medizinisch,Healthcare
MRI,Pharmacy,Healthcare
Deli,Counter service,Food & Drink
Paramount+,Karaoke night,Entertainment
AMC THEATRES DUBAI $132.05,,Entertainment
Facebook Marketplace,vivienda,Housing
Pension,,Income
Five Below,Office supplies,Shopping
PROPERTY TAX $2185.63 Rent,,Housing
Paintball,,Entertainment
ONLINE ORDER E-commerce Purchase Birthday gift,,Shopping
Counseling Center,,Healthcare
AUTOPAY VERIZON WIRELESS $169.18 monthly charge,,Bills & Utilities
DEBIT PURCHASE Louis Vuitton,,Shopping
Banggood,покупки,Shopping
Bet,,Other
TARGET T-5626 PURCHASE,,Shopping
Dermatologist,Root canal,Healthcare
HOA Payment,,Housing
Inheritance,,Income
MEDICAL CENTER $933.22,,Healthcare
Sainsbury's,Food,Food & Drink
ONLINE PURCHASE Insomnia Cookies.COM Burger,,Food & Drink
Puma,Clothes,Shopping
Gmail,factures,Bills & Utilities
ACH CREDIT PayPal Side hustle,,Income
Appliance Store,Landscaping,Housing
PAYPAL TRANSFER $2921.20 Monthly salary,,Income
ATM WITHDRAWAL FEE Miscellaneous,,Other
Mortgage,Handyman,Housing
BOOK STORE $1217.47 Tuition,,Education
Spectrum,,Bills & Utilities
HOA DUES $2794.86 Property tax,,Housing
LOWES #2139 $773.60 HOA fee,,Housing
Dell,,Shopping
IRS,환급,Income
IRS TREAS 310 TAX REF Advisory,,Income
PROPERTY TAX $2629.64 Rent,,Housing
GEICO PAYMENT $267.40 Standing order,,Bills & Utilities
Vanguard,Dividend payment,Income
Sonic,,Food & Drink
Greyhound,Airline ticket,Transport
Airline Ticket,Annual pass,Transport
PAYPAL TRANSFER $3965.93,,Income
Improv,,Entertainment
USAA,Recurring charge,Bills & Utilities
Medical bill,Orthodontist,Healthcare
Under Armour,Quarterly box,Shopping
Consignment,misceláneos,Other
UNIVERSITY TUITION $881.06,,Education
OneDrive,Water bill,Bills & Utilities
DEBIT PURCHASE Wayfair Subscription box,,Shopping
Cisco Learning,,Education
SHELL OIL SINGAPORE #2658,,Transport
Codecademy,도서,Education
Uber,燃料,Transport
DIRECT DEPOSIT PAYROLL $8065.49 Freelance work,,Income
MISC PURCHASE $186.97,,Other
U-Haul,reparo,Housing
PayPal,pago,Income
STATE FARM INS $184.54,,Bills & Utilities
Streaming service,música,Entertainment
AMAZON.COM PURCHASE $200.36,,Shopping
Concert,Music streaming,Entertainment
Big Lots,Kids clothing,Shopping
Verizon Store,Maternity,Shopping
Hobby Lobby,In-app purchase,Shopping
Rainforest Cafe,desayuno,Food & Drink
E-ZPass,Fuel,Transport
Professional Development,Degree program,Education
Babbel,,Entertainment
WESTERN UNION $24.36,,Other
UNIVERSITY TUITION $1297.87 Books,,Education
Samsung Store,Quarterly box,Shopping
AliExpress,Microtransaction,Shopping
PLAYSTATION STORE $69.78,,Entertainment
Condo Fee,Maid service,Housing
Naan Stop,,Food & Drink
Thrifty,transporte,Transport
TARGET T-2663 PURCHASE,,Shopping
Religious Organization,,Other
CHEGG STUDY $314.60,,Education
Tidal,Season pass,Entertainment
StubHub,Pay-per-view,Entertainment
DENTAL ASSOCIATES $131.22,,Healthcare
DENTAL ASSOCIATES $1394.11,,Healthcare
GMAT Prep,课程,Education
CARD 9119 PURCHASE Papa John's Sushi,,Food & Drink
Cardiologist,Medical,Healthcare
Water Park,cinema,Entertainment
Rainforest Cafe,,Food & Drink
HOSPITAL BILL $1387.89 Flu shot,,Healthcare
STATE FARM INS $254.50,,Bills & Utilities
HOME DEPOT #5555 $1754.49 Storage,,Housing
Heartland Dental,병원,Healthcare
Dental Associates,,Healthcare
D&D Session,Meditation app,Entertainment
Booking.com,Lease payment,Housing
Papa John's SUBSCRIPTION RENEWAL,,Food & Drink
METRO TRANSIT $614.00,,Transport
PHARMACY PURCHASE $765.38 Pharmacy,,Healthcare
Property Management Co.,Contractor,Housing
Taco Bell,Quick bite,Food & Drink
Apprenticeship,,Education
VENMO CASHOUT $7753.21,,Income
Rehab Associates,,Healthcare
B&H Photo,,Shopping
Water Park,,Entertainment
STATE FARM INS $318.40 Cloud storage,,Bills & Utilities
Penalty,Boarding,Other
Workshop,,Education
HOSPITAL BILL $119.44 Dental cleaning,,Healthcare
Gratuity,Royalties,Income
AUTOPAY VERIZON WIRELESS $166.67,,Bills & Utilities
Tesla Supercharger,,Transport
ONLINE PURCHASE Tea House.COM,,Food & Drink
STEAM PURCHASE $25.97 Live show,,Entertainment
Comcast,Monitoring fee,Bills & Utilities
UNITED AIRLINES $632.46 Parking fee,,Transport
GOVERNMENT PAYMENT $193.55 ATM,,Other
Freelance Payment,,Income
AWS Training,,Education
Community Center,各種,Other
Walgreens,स्वास्थ्य,Healthcare
Sears Optical,Vaccination,Healthcare
Vision Center,hospital,Healthcare
Tile,Monthly rent,Housing
FiOS,보험,Bills & Utilities
EXXON MOBIL #5817 Charging,,Transport
Flooring,बंधक,Housing
GOVERNMENT PAYMENT $170.89,,Other
XBOX LIVE $152.37,,Entertainment
License Renewal,курс,Education
Food Market,,Food & Drink
MEDICAL CENTER $301.22,,Healthcare
Xbox Game Pass,ترفيه,Entertainment
At Home,옷,Shopping
License Fee,IRS refund,Income
RECURRING PAYMENT Child Support Software subscription,,Bills & Utilities
OB/GYN,farmácia,Healthcare
Shell Recharge,,Transport
PLAYSTATION STORE $9.58 DLC,,Entertainment
GOVERNMENT PAYMENT $85.27 Postage,,Other
Tesla Supercharger,ईंधन,Transport
USPS POSTAGE $95.02,,Other
El Pollo Loco,All-you-can-eat,Food & Drink
Neiman Marcus,Home decor,Shopping
Budget Truck,Decor,Housing
Surgery,药房,Healthcare
DEBIT PURCHASE Walgreens Scarf,,Shopping
Health Insurance,Software subscription,Bills & Utilities
POS PURCHASE Ben & Jerry's HOUSTON,,Food & Drink
COMCAST CABLE $238.71 Monthly premium,,Bills & Utilities
HOA DUES $944.80 Handyman,,Housing
Western Union,Pressing,Other
Paychex,Prize,Income
UNIVERSITY TUITION $232.15 Registration fee,,Education
Disability,Gig economy,Income
Public Transit,,Transport
KAISER PERMANENTE $791.73,,Healthcare
Tile,casa,Housing
Coinbase,급여,Income
La Taqueria,Soda,Food & Drink
Nintendo Online,,Entertainment
Louis Vuitton,electrónica,Shopping
Game Ticket,Add-on content,Entertainment
Shopify,Rental income,Income
TaskRabbit,Move-in fee,Housing
CrossFit,Electric bill,Bills & Utilities
Training Course,,Education
Opera,엔터테인먼트,Entertainment
Bird,Bridge toll,Transport
Language School,كتب,Education
