merchant,description,category
PLAYSTATION STORE $138.77 Training session,,Entertainment
Netflix,Add-on content,Entertainment
MEDICAL CENTER $96.17 Contacts,,Healthcare
Liberty Mutual,Phone bill,Bills & Utilities
UNIVERSITY TUITION $640.14 Practice exam,,Education
USPS POSTAGE $185.36 Printing,,Other
METRO TRANSIT $348.52 Carry-on,,Transport
Broadway,,Entertainment
CHEGG STUDY $501.25,,Education
Imaging Center,pharmacie,Healthcare
Costco,Digital purchase,Shopping
Bonus,환급,Income
Walmart Pharmacy,Wellness visit,Healthcare
Opera,엔터테인먼트,Entertainment
CARD 3532 PURCHASE Greggs Tea,,Food & Drink
Penalty,عام,Other
T-MOBILE AUTOPAY $41.33 Mobile plan,,Bills & Utilities
License Renewal,,Education
USPS POSTAGE $190.15,,Other
Souplantation,Weekend brunch,Food & Drink
HOME DEPOT.COM $1311.10 Windows,,Housing
Alaska Airlines,Business class,Transport
MRI,Pet surgery,Healthcare
Temu,ショッピング,Shopping
Water Bill,Administrative fee,Bills & Utilities
Alamo,Detailing,Transport
Voucher,,Other
SSDI,salaire,Income
Avis,交通,Transport
RECURRING PAYMENT Vivint,,Bills & Utilities
Insomnia Cookies,,Food & Drink
Property Tax,ローン,Housing
QUEST DIAGNOSTICS $534.91 Therapy,,Healthcare
Jack in the Box,almuerzo,Food & Drink
Sears Optical,दंत चिकित्सक,Healthcare
Freelance Client,Bonus,Income
Employer Payroll,استرداد,Income
Planned Parenthood,Procedure,Healthcare
Lawn Care,홈,Housing
METRO TRANSIT $357.34,,Transport
UNITED AIRLINES $287.77,,Transport
General Assembly,bücher,Education
PHARMACY PURCHASE $1150.86,,Healthcare
Parking Meter,Regular gas,Transport
Pluralsight,Tuition fee,Education
Charity,Tithe,Other
AUTOPAY VERIZON WIRELESS $342.84 Annual premium,,Bills & Utilities
School,университет,Education
Adobe Creative Cloud,فواتير,Bills & Utilities
Metro,Detailing,Transport
Notebooks,Martial arts,Education
HOSPITAL BILL $687.38,,Healthcare
CHEGG STUDY $1645.34,,Education
WAL-MART SUPERCENTER #4007,,Shopping
RENT PAYMENT $1969.98,,Housing
Auto Insurance,rechnungen,Bills & Utilities
Art School,Monthly subscription,Education
PARKING HOUSTON $469.64 Oil change,,Transport
Sprint,Security system,Bills & Utilities
Amazon Prime,Interest charge,Bills & Utilities
Coursera,université,Education
WAL-MART SUPERCENTER #5784,,Shopping
Online Shopping,,Shopping
Electrical,Windows,Housing
Peacock,Podcast,Entertainment
Professional Development,Textbook,Education
MAINTENANCE Zillow $2545.67,,Housing
Guitar Lessons,Data science course,Education
Instagram,Video games,Entertainment
Smoothie King,किराने का सामान,Food & Drink
BP Pulse,такси,Transport
Burger King STORE #8791 PURCHASE,,Food & Drink
VENMO CASHOUT $3140.62,,Income
UNIVERSITY TUITION $920.44 Language learning,,Education
Bolt,燃料,Transport
SPOTIFY USA $114.73,,Entertainment
Chipotle,Dinner,Food & Drink
Window Repair,,Housing
Disability,GoFundMe,Income
SPOTIFY USA $29.84,,Entertainment
Cardiologist,,Healthcare
GOVERNMENT PAYMENT $67.29,,Other
DEBIT PURCHASE Gucci,,Shopping
Junk Removal,Move-in fee,Housing
BANK FEE $189.63 Stamp,,Other
Amtrak,Annual pass,Transport
GEICO PAYMENT $332.67,,Bills & Utilities
Crunchyroll,Art show,Entertainment
DEBIT PURCHASE Steam Birthday gift,,Shopping
SKILLSHARE $1417.33 Coding bootcamp,,Education
UBER *TRIP $728.69 Airport transfer,,Transport
STEAM PURCHASE $47.66 Digital purchase,,Entertainment
Sewer District,Interest charge,Bills & Utilities
DEBIT CARD PURCHASE Texas Roadhouse,,Food & Drink
Skillshare,Yoga class,Education
Qdoba,Ice cream,Food & Drink
Rehab Associates,Pet medication,Healthcare
National Car Rental,,Transport
Gym,Open mic,Entertainment
Rainforest Cafe,desayuno,Food & Drink
State Farm,Monthly fee,Bills & Utilities
Redfin,Contractor,Housing
WooCommerce,Part-time work,Income
ONLINE PURCHASE Smoothie Bar.COM,,Food & Drink
Facebook Marketplace Housing,किराया,Housing
AMAZON.COM PURCHASE $167.65,,Shopping
Skillsoft,universidad,Education
Laser Tag,Game purchase,Entertainment
Kaiser Permanente,CPAP supplies,Healthcare
Gym Membership,Cable,Bills & Utilities
ACH CREDIT Charles Schwab,,Income
iHeartRadio,,Entertainment
Peloton,Wireless service,Bills & Utilities
GOVERNMENT PAYMENT $43.39,,Other
WAL-MART SUPERCENTER #8122 Purchase,,Shopping
Plumber,Deep clean,Housing
Facebook Marketplace Housing,Paint,Housing
Overdraft Fee,Certification,Other
Khan Academy,,Education
UBER *TRIP $691.29,,Transport
Tim Hortons,,Food & Drink
POS PURCHASE El Pollo Loco SEOUL Lunch,,Food & Drink
TJ Maxx,,Shopping
HOME DEPOT #2341 $1576.50,,Housing
Harvard Extension,Certification,Education
Card Game,музыка,Entertainment
Toptal,Coaching,Income
AMC THEATRES LONDON $80.35,,Entertainment
HOSPITAL BILL $1144.58,,Healthcare
TJ Maxx,Speaker,Shopping
NETFLIX.COM $180.22,,Entertainment
Redfin,Appliance,Housing
T-MOBILE AUTOPAY $38.57,,Bills & Utilities
Airbnb,Coaching,Income
Textbook Store,bücher,Education
SKILLSHARE $116.98,,Education
Bonus,IRS refund,Income
WESTERN UNION $196.30,,Other
Gratuity,salario,Income
APPLE STORE PURCHASE $374.69,,Shopping
Vocational Training,Online learning,Education
Marketplace Order,购物,Shopping
TARGET T-7449 PURCHASE,,Shopping
T-MOBILE AUTOPAY $250.11,,Bills & Utilities
Ace Hardware,إيجار,Housing
UNITED AIRLINES $46.12,,Transport
Remittance,общее,Other
HOME DEPOT.COM $2303.82,,Housing
LinkedIn Learning,Financial aid,Education
Legal Services,Other,Other
Alliance Française,Certificate program,Education
PG&E ELECTRIC $37.52 Installation fee,,Bills & Utilities
HomeGoods,maison,Shopping
Printing,Top-up,Other
State Farm,Wireless service,Bills & Utilities
MasterClass,शिक्षा,Education
STATE FARM INS $122.05,,Bills & Utilities
Gas Bill,,Bills & Utilities
Airbnb,Rental income,Income
Microsoft Store,,Shopping
Urologist,चिकित्सा,Healthcare
UNIVERSITY TUITION $820.61,,Education
Settlement,収入,Income
ONLINE PURCHASE Pad Thai Kitchen.COM Fries,,Food & Drink
UBER *TRIP $789.80,,Transport
Employer Payroll,Settlement check,Income
HBO Max,,Entertainment
Five Below,Skincare,Shopping
Neiman Marcus,Home decor,Shopping
WALGREENS #6154 $1143.16 Urgent care,,Healthcare
Art School,Student loan,Education
HOME DEPOT #5384 $966.80 Monthly mortgage,,Housing
Hardwood,Packing,Housing
Flipkart,,Shopping
UNIVERSITY TUITION $1422.50,,Education
LinkedIn Learning,Online learning,Education
AMC THEATRES BERLIN $68.60,,Entertainment
Pool Service,loyer,Housing
H&M,casa,Shopping
Netflix,保险,Bills & Utilities
Habitat for Humanity,Postage,Other
Direct Deposit,वेतन,Income
DEBIT PURCHASE Flipkart,,Shopping
Attorney,Donation,Other
HOSPITAL BILL $71.21,,Healthcare
Frontier Communications,تأمين,Bills & Utilities
PURCHASE AUTHORIZED Pad Thai Kitchen $12.40 Date night,,Food & Drink
Comixology,кино,Entertainment
CHEGG STUDY $1496.88 Books,,Education
Community College,Online course,Education
LOWES #7272 $2052.87,,Housing
Realtor.com,ремонт,Housing
NETFLIX.COM $60.29 Spa treatment,,Entertainment
Bank Fee,عام,Other
Social Security,Shop earnings,Income
Appliance Store,loyer,Housing
HOSPITAL BILL $1014.05,,Healthcare
App Academy,Course,Education
Liberty Mutual,,Bills & Utilities
Streaming service,Concert,Entertainment
MORTGAGE PAYMENT $2973.14 Move-in fee,,Housing
Family plan,Gas bill,Bills & Utilities
Grooming,Tithe,Other
VENMO CASHOUT $4780.23,,Income
Gold's Gym,공과금,Bills & Utilities
Central Computer,Holiday gift,Shopping
Applebee's,Business lunch,Food & Drink
Salvation Army,Printing,Other
Attorney,أخرى,Other
XBOX LIVE $119.22,,Entertainment
WALGREENS #8554 $687.31 Prescription,,Healthcare
AMAZON.COM PURCHASE $27.98 Toys,,Shopping
HOSPITAL BILL $859.02 Blood work,,Healthcare
Rental Car,,Transport
Wetherspoons,Quick bite,Food & Drink
ATM WITHDRAWAL FEE Accounting,,Other
Temu,zuhause,Shopping
State Tax Refund,Prize,Income
Codecademy,,Education
Church,Damage payment,Other
BOOK STORE $1535.76,,Education
Postmates Order,,Food & Drink
Pharmacy,Supplement,Healthcare
UBER *TRIP $142.10 Oil change,,Transport
Tropical Smoothie,Seafood,Food & Drink
GEICO PAYMENT $193.63,,Bills & Utilities
Toll,geral,Other
Zalando,одежда,Shopping
UDEMY COURSE $817.91,,Education
New Balance,電子機器,Shopping
Amtrak,Gas,Transport
United Airlines,여행,Transport
HOSPITAL BILL $688.84 Medical visit,,Healthcare
EXXON MOBIL #7710,,Transport
UPS SHIPPING $190.11,,Other
Inheritance,,Income
WAL-MART SUPERCENTER #1874,,Shopping
Craigslist,,Housing
PLAYSTATION STORE $71.22,,Entertainment
Spotify,musik,Entertainment
West End,音乐,Entertainment
DENTAL ASSOCIATES $1019.02 Diabetic supplies,,Healthcare
Rewards,退款,Income
Plant Store,Misc purchase,Other
Disney+,Cable,Bills & Utilities
Uber,reise,Transport
Salvation Army,general,Other
Rental Income,دفعة,Income
Late Fee,أخرى,Other
Papa Murphy's,Sandwich,Food & Drink
Concert ticket,,Entertainment
Betting,,Entertainment
Disability,Gig economy,Income
UPS SHIPPING $125.34 Charity,,Other
Property Tax,保险,Bills & Utilities
PROPERTY TAX $1297.52 Repair supplies,,Housing
LinkedIn Learning,Student loan,Education
Spirit,ईंधन,Transport
HOA DUES $1258.21,,Housing
Netflix,Monthly subscription,Entertainment
TICKETMASTER $114.76 Facial,,Entertainment
CHEGG STUDY $1389.97 Practice exam,,Education
HBO Max,公用事业,Bills & Utilities
MAINTENANCE Property Management Co. $2442.74,,Housing
Sauna,Bowling night,Entertainment
Discovery+,Open mic,Entertainment
Netflix,Open mic,Entertainment
GOVERNMENT PAYMENT $17.45,,Other
CARD 6873 PURCHASE Sonic,,Food & Drink
Art Gallery,खेल,Entertainment
MinuteClinic,Follow-up,Healthcare
Tile,casa,Housing
Youtube,Premium subscription,Entertainment
VRBO,Pest control,Housing
Pediatrician,,Healthcare
AMAZON.COM PURCHASE $106.67,,Shopping
Verizon Store,,Shopping
Urgent Care,Glasses,Healthcare
Kaiser Permanente,Procedure,Healthcare
NETFLIX.COM $82.57,,Entertainment
Penalty,Gift card purchase,Other
Tile,ホーム,Housing
Guitar Lessons,Financial aid,Education
Nightclub,मनोरंजन,Entertainment
Lab work,Therapy,Healthcare
VENMO CASHOUT $6835.63 Commission,,Income
PlayStation Plus,Digital purchase,Entertainment
Inheritance,Freelance work,Income
PAYPAL TRANSFER $3451.68 Annual tax refund,,Income
SHELL OIL NEW YORK #7985,,Transport
Tax Payment,Overdue payment,Bills & Utilities
LIVE NATION $161.41 Battle pass,,Entertainment
PLAYSTATION STORE $118.93 Live music,,Entertainment
Gift Card,各种,Other
Circus,Training session,Entertainment
VRV,,Entertainment
P.O. Box,Other expense,Other
U-Haul,Monthly rent,Housing
WESTERN UNION $185.29 Grooming,,Other
Thumbtack,Airbnb stay,Housing
UNITED AIRLINES $681.67,,Transport
Neurologist,Contacts,Healthcare
Gucci,,Shopping
STOCK SALE FREE $7658.48,,Income
Rebate,Coaching,Income
University,,Education
Comcast,Water bill,Bills & Utilities
First American,修理,Housing
Test Prep,Tuition payment,Education
Hack Reactor,Spanish class,Education
Black Cab,交通,Transport
CARD 6248 PURCHASE Chipotle Taco,,Food & Drink
Gift Card,Storage rental,Other
Peet's Coffee,Ramen,Food & Drink
Ecobee,抵押贷款,Housing
Plumber,vivienda,Housing
Merry Maids,Tax payment,Housing
Snapchat,Fitness class,Entertainment
Lottery Winnings,आय,Income
Chevron,gasolina,Transport
Peacock,Museum visit,Entertainment
Retail Purchase,Kids clothing,Shopping
E*Trade,,Income
Spectrum,Annual premium,Bills & Utilities
DENTAL ASSOCIATES $780.58 Follow-up,,Healthcare
BANK FEE $9.92 Accounting,,Other
UPS SHIPPING $92.02 Damage payment,,Other
BANK FEE $85.81,,Other
DEBIT PURCHASE Ashley Furniture,,Shopping
Greggs,Counter service,Food & Drink
SPOTIFY USA $158.39 Battle pass,,Entertainment
WALGREENS #8907 $1351.65,,Healthcare
Phone Bill,Subscription,Bills & Utilities
DELTA AIR LINES $473.49 Taxi,,Transport
Sewer Bill,उपयोगिताएँ,Bills & Utilities
Stock Sale,,Income
Kaplan,Lab fee,Education
STEAM PURCHASE $33.80 Premium subscription,,Entertainment
TICKETMASTER $141.32,,Entertainment
Apple Music,Installation fee,Bills & Utilities
BEST BUY #7221 DUBAI Tools,,Shopping
UDEMY COURSE $57.80,,Education
Taxi,Cab fare,Transport
TARGET T-8282 PURCHASE Sandals,,Shopping
DIRECT DEBIT Amazon Prime $76.08 Family plan,,Bills & Utilities
MAINTENANCE Handyman $1224.86 Maid service,,Housing
PG&E,Service charge,Bills & Utilities
LYFT RIDES $642.30 Annual pass,,Transport
RECURRING PAYMENT Comcast,,Bills & Utilities
United Airlines,Flight,Transport
Skillsoft,книги,Education
Yo! Sushi,Drive-through,Food & Drink
Printing,,Other
BEST BUY #8960 HOUSTON Ring,,Shopping
GEICO PAYMENT $238.60 Utility bill,,Bills & Utilities
Treehouse,Financial aid,Education
School Supplies,Online learning,Education
SKILLSHARE $1144.76 Lifetime access,,Education
Furniture Store,家,Housing
AUTOPAY VERIZON WIRELESS $246.64 Auto-pay,,Bills & Utilities
HOSPITAL BILL $683.37 Hospital stay,,Healthcare
NETFLIX.COM $96.63,,Entertainment
Hardwood,,Housing
WESTERN UNION $72.87 Transfer,,Other
Tidal,영화,Entertainment
Apple Store,Gift,Shopping
HomeGoods,Sneakers,Shopping
Psychiatrist,Braces,Healthcare
Skillshare,Course,Education
Disney+,Family plan,Bills & Utilities
PHARMACY PURCHASE $1101.65,,Healthcare
Commission,دخل,Income
FedEx,разное,Other
Prepaid Card,雑多,Other
Employer Payroll,Consulting,Income
STATE TREASURY REFUND Prize,,Income
Self Storage,Tithe,Other
PARKING HOUSTON $66.68 Airport shuttle,,Transport
Panda Express,Juice,Food & Drink
TARGET T-8974 PURCHASE,,Shopping
Pet Hospital,salud,Healthcare
Auto Repair,avião,Transport
AMC THEATRES SINGAPORE $69.29 DLC,,Entertainment
Circus,Movie ticket,Entertainment
DEBIT PURCHASE Kate Spade Toddler,,Shopping
Pest Control,Storage,Housing
Paintball,,Entertainment
Deductible payment,Pharmacy,Healthcare
COURSERA PURCHASE $654.24 English class,,Education
Tax Return,,Income
Con Edison,Water bill,Bills & Utilities
Locksmith,ипотека,Housing
BOOK STORE $739.53,,Education
GOVERNMENT PAYMENT $185.50 Legal fee,,Other
USPS,,Other
Direct Energy,Annual premium,Bills & Utilities
AMAZON.COM PURCHASE $96.52 Dress,,Shopping
GEICO PAYMENT $158.85,,Bills & Utilities
Storage Unit,Monthly mortgage,Housing
DENTAL ASSOCIATES $299.46,,Healthcare
NETFLIX.COM $158.35 Season pass,,Entertainment
ACH CREDIT Royalty Payment Donation received,,Income
BANK FEE $101.36 Shipping,,Other
Chipotle Mexican Grill STORE #4960 PURCHASE Snack,,Food & Drink
FEDEx SHIPPING $187.12 Replacement,,Other
UNITED AIRLINES $388.80,,Transport
Remittance,Various,Other
QUEST DIAGNOSTICS $634.80,,Healthcare
Content subscription,Facial,Entertainment
Whole Foods,Latte,Food & Drink
STEAM PURCHASE $183.21,,Entertainment
Fry's Electronics,School supplies,Shopping
Alimony,공과금,Bills & Utilities
CVS,Baby items,Shopping
Zaxby's,Quick bite,Food & Drink
Flipkart,électronique,Shopping
TICKETMASTER $157.58,,Entertainment
PG&E ELECTRIC $25.97,,Bills & Utilities
Royalty Payment,paiement,Income
MORTGAGE PAYMENT $2164.55 Cleaning,,Housing
Lottery Ticket,Stamp,Other
Fiverr,Advisory,Income
POS PURCHASE The Cheesecake Factory LONDON Soda,,Food & Drink
AT&T,assurance,Bills & Utilities
Republic Services,autopay,Bills & Utilities
Cardiologist,Orthodontist,Healthcare
ACH CREDIT Dividend Payment,,Income
PG&E ELECTRIC $334.27 Insurance,,Bills & Utilities
AT&T,Gas bill,Bills & Utilities
DELTA AIR LINES $599.02 Flight ticket,,Transport
Skillsoft,,Education
Outback,comida,Food & Drink
Tesco,午餐,Food & Drink
Chevron,транспорт,Transport
PARKING PARIS $99.04,,Transport
Sephora,Quarterly box,Shopping
Content subscription,Streaming subscription,Entertainment
PURCHASE AUTHORIZED Insomnia Cookies $52.88,,Food & Drink
Ring Doorbell,Monthly mortgage,Housing
TARGET T-4333 PURCHASE Books,,Shopping
PROPERTY TAX $2718.74,,Housing
PURCHASE AUTHORIZED Nothing Bundt Cakes $63.76,,Food & Drink
USPS,عام,Other
GRE Prep,,Education
Yoga,Season pass,Entertainment
STOCK SALE VENM $4507.57 Investment return,,Income
AMAZON.COM PURCHASE $261.15,,Shopping
Barnes & Noble,DLC,Entertainment
Flower Shop,सामान्य,Other
Dick's Sporting Goods,Toddler,Shopping
State Tax Refund,Donation received,Income
Lawyer,,Other
OB/GYN,X-ray,Healthcare
PLURALSIGHT $423.99,,Education
UNIVERSITY TUITION $1762.10 Swimming lesson,,Education
Taxi,EV charging,Transport
OneDrive,Late fee,Bills & Utilities
Game pass,音乐,Entertainment
Airline Ticket,Car wash,Transport
CityMD,,Healthcare
VOD,Museum visit,Entertainment
Adobe Creative Cloud,nebenkosten,Bills & Utilities
ACH CREDIT Toptal Investment return,,Income
LinkedIn Learning,مدرسة,Education
DEBIT PURCHASE Walmart Sandals,,Shopping
SCHOOL PAYMENT $395.58,,Education
Transit Pass,,Transport
Indian Railways,Carry-on,Transport
AMAZON.COM PURCHASE $383.89,,Shopping
Health insurance copay,طبي,Healthcare
Extra Space,Lease payment,Housing
Sears Optical,Blood work,Healthcare
NETFLIX.COM $19.30,,Entertainment
AUTOPAY VERIZON WIRELESS $282.25,,Bills & Utilities
TNT,Lost item,Other
Alimony,Broadband,Bills & Utilities
Sainsbury's,Tea,Food & Drink
Duke Energy,,Bills & Utilities
BEST BUY #5402 PHOENIX Scarf,,Shopping
DIRECT DEPOSIT PAYROLL $1699.69 Online sale,,Income
PLAYSTATION STORE $153.08,,Entertainment
Jump Start,avión,Transport
STOCK SALE RETA $1275.09 Contract work,,Income
Ultrasound,Doctor visit,Healthcare
Chevron,Fuel,Transport
PLURALSIGHT $365.47,,Education
UDEMY COURSE $1050.54,,Education
MORTGAGE PAYMENT $1121.40 Security deposit,,Housing
JOANN,eletrônicos,Shopping
SSDI,einkommen,Income
IRS TREAS 310 TAX REF Advisory,,Income
Opera,Live show,Entertainment
FEDEx SHIPPING $55.46,,Other
Vivint,Finance charge,Bills & Utilities
Chick-fil-A,Birthday cake,Food & Drink
Steam,商店,Shopping
FEDEx SHIPPING $119.08,,Other
HOME DEPOT #8870 $1082.37,,Housing
Direct Deposit,,Income
PURCHASE AUTHORIZED Smoothie King $34.51,,Food & Drink
WALGREENS #1554 $522.92 Wellness visit,,Healthcare
Alaska Airlines,,Transport
Piano Lessons,Course,Education
Hobby Lobby,कपड़े,Shopping
Chipotle Mexican Grill,Dessert,Food & Drink
USPS POSTAGE $197.08,,Other
Urgent Care,Medical visit,Healthcare
Ocean State Job Lot,कपड़े,Shopping
Tax Payment,,Bills & Utilities
UNITED AIRLINES $538.94 Supercharger,,Transport
Grubhub Order,,Food & Drink
Flooring,maison,Housing
CrossFit,,Bills & Utilities
Building Maintenance,आवास,Housing
MISC PURCHASE $140.27,,Other
Fine,잡다,Other
Pluralsight,образование,Education
Community Center,Penalty,Other
Photography,Season pass,Entertainment
ACH CREDIT Consulting Fee Rental property,,Income
Clinic,Emergency,Healthcare
GOVERNMENT PAYMENT $148.01,,Other
DIRECT DEPOSIT PAYROLL $5920.32 Overtime,,Income
Smart Lock,Rent,Housing
DIVIDEND ROBI $1089.25 Gig economy,,Income
Twitch,E-book,Entertainment
XBOX LIVE $109.84 Video games,,Entertainment
FiOS,Administrative fee,Bills & Utilities
PLURALSIGHT $997.49 Language class,,Education
License Renewal,Student fee,Education
Penalty,autres,Other
SPOTIFY USA $126.53,,Entertainment
STATE FARM INS $136.81 Service charge,,Bills & Utilities
CARD 8618 PURCHASE Dairy Queen,,Food & Drink
GEICO PAYMENT $164.78,,Bills & Utilities
PLURALSIGHT $1931.47 Yoga class,,Education
Parking,Bridge toll,Transport
TARGET T-5468 PURCHASE,,Shopping
Merry Maids,住房,Housing
Recycling,подписка,Bills & Utilities
Walmart Pharmacy,Pet vet visit,Healthcare
WAL-MART SUPERCENTER #7562,,Shopping
MIT OpenCourseWare,مدرسة,Education
DIRECT DEPOSIT PAYROLL $3253.87 Direct deposit,,Income
Fine,Other expense,Other
Health Insurance,,Bills & Utilities
Coursera,Monthly subscription,Education
American Home Shield,주택,Housing
Ola,EV charging,Transport
RECURRING PAYMENT Sewer District,,Bills & Utilities
BP Pulse,,Transport
Religious Organization,Transfer,Other
Commission,,Income
SCHOOL PAYMENT $906.40 Diploma,,Education
Dermatologist,Vitamins,Healthcare
LYFT RIDES $555.83,,Transport
DIRECT DEBIT Con Edison $181.94 Insurance,,Bills & Utilities
Zelle,Prize,Income
VENMO CASHOUT $830.99,,Income
Grooming,geral,Other
Google Store,Purchase,Shopping
APPLE STORE PURCHASE $191.92 Fragrance,,Shopping
HOSPITAL BILL $1188.77 Medicine,,Healthcare
LOWES #2010 $2268.07 Lawn mowing,,Housing
Toptal,salário,Income
Orthopedist,Physical exam,Healthcare
Wish,Books,Shopping
Massage,E-book,Entertainment
CARD 9263 PURCHASE The Halal Guys Weekend brunch,,Food & Drink
DIVIDEND REFU $7860.93 IRS refund,,Income
CVS PHARMACY #6189 $1334.85 Hospital stay,,Healthcare
StubHub,,Entertainment
SHELL OIL CHICAGO #5461,,Transport
Zillow,ремонт,Housing
Nintendo Online,,Entertainment
STOCK SALE CRYP $4242.26 Investment return,,Income
AT&T,utilidades,Bills & Utilities
SCHOOL PAYMENT $1934.52,,Education
HOME DEPOT #2007 $1736.01,,Housing
MEDICAL CENTER $301.22,,Healthcare
HOME DEPOT.COM $1990.67,,Housing
CHEGG STUDY $868.94 Course,,Education
TARGET T-9166 PURCHASE,,Shopping
PG&E ELECTRIC $307.33 Direct debit,,Bills & Utilities
Surgery,Doctor visit,Healthcare
Neurologist,Dental checkup,Healthcare
MORTGAGE PAYMENT $2217.78,,Housing
Flooring,hypothek,Housing
Travelers,청구서,Bills & Utilities
American Airlines,旅行,Transport
Cava,Brunch,Food & Drink
Coursera Plus,Course,Education
Udemy,,Education
Wagamama,Pizza,Food & Drink
RECURRING PAYMENT Allstate Cable,,Bills & Utilities
UBER *TRIP $445.21,,Transport
DEBIT PURCHASE IKEA,,Shopping
WESTERN UNION $40.57 Damage payment,,Other
POS PURCHASE Kroger SINGAPORE,,Food & Drink
Dividend Payment,,Income
Ashley Furniture,Gloves,Shopping
AAA,交通,Transport
National Grid,Finance charge,Bills & Utilities
PARKING SINGAPORE $210.17,,Transport
PLAYSTATION STORE $159.75 Movie,,Entertainment
Disney+,,Bills & Utilities
Tonkotsu Ramen,Wrap,Food & Drink
Wingstop,コーヒー,Food & Drink
Phone plan,Fiber,Bills & Utilities
CrossFit,Electric bill,Bills & Utilities
DIVIDEND REWA $9765.08 Consulting,,Income
XBOX LIVE $81.26 Film,,Entertainment
CreativeLive,université,Education
PLURALSIGHT $265.99 Course,,Education
CHEGG STUDY $1025.83,,Education
Sport Rehab,चिकित्सा,Healthcare
MISC PURCHASE $113.97 Tax prep,,Other
Tandoori Nights,Burrito,Food & Drink
YouTube Music,मनोरंजन,Entertainment
Fine,Tax prep,Other
UBER *TRIP $144.14,,Transport
Deductible payment,صحة,Healthcare
Charles Schwab,оплата,Income
STATE TREASURY REFUND Freelance payment,,Income
Gas Station,Fuel,Transport
QUEST DIAGNOSTICS $922.77 Diabetic supplies,,Healthcare
Department Store,Gift,Shopping
Waste Management,Electric bill,Bills & Utilities
Gas Bill,Processing fee,Bills & Utilities
Legal Services,Pressing,Other
Cracker Barrel,Smoothie,Food & Drink
DELTA AIR LINES $308.80,,Transport
SPOTIFY USA $176.84,,Entertainment
BOOK STORE $792.42 Data science course,,Education
APPLE STORE PURCHASE $125.35,,Shopping
MEDICAL CENTER $1328.43 Physical exam,,Healthcare
Investment,دخل,Income
Postmates Order,Pasta,Food & Drink
CPA,Various,Other
Temple,सामान्य,Other
AMAZON.COM PURCHASE $356.45 Apparel,,Shopping
Pool Service,,Housing
Codecademy,éducation,Education
Retail Purchase,दुकान,Shopping
401k Distribution,devolución,Income
UBER *TRIP $186.66,,Transport
School,教育,Education
Electrify America,,Transport
T-MOBILE AUTOPAY $229.14 autopay,,Bills & Utilities
CHEGG STUDY $1706.00,,Education
Cardiologist,Medical,Healthcare
Laundromat,Scanning,Other
Gas Bill,Monthly premium,Bills & Utilities
Duke Energy,Insurance,Bills & Utilities
Health insurance copay,صحة,Healthcare
AMC Theatres,Audiobook,Entertainment
Pet Store,Certification,Other
UNIVERSITY TUITION $393.76 Voice lesson,,Education
FlixBus,Tire rotation,Transport
UPS SHIPPING $31.18,,Other
Starbucks,Latte,Food & Drink
DOORDASH *Tropical Smoothie PURCHASE,,Food & Drink
PROPERTY TAX $2812.04,,Housing
Cash App,gehalt,Income
Federal Refund,Tax refund,Income
QUEST DIAGNOSTICS $800.13,,Healthcare
ATM WITHDRAWAL FEE Other,,Other
Casino,Live music,Entertainment
USPS POSTAGE $12.98 Infraction,,Other
BP Pulse,燃料,Transport
Retainer,erstattung,Income
AMAZON.COM PURCHASE $12.59,,Shopping
Apple TV+,Digital purchase,Entertainment
DEBIT PURCHASE Reebok,,Shopping
In-N-Out,merceria,Food & Drink
Funimation,Live music,Entertainment
DELTA AIR LINES $103.02,,Transport
Alimony,مرافق,Bills & Utilities
Federal Refund,pago,Income
Instacart Grocery,Family meal,Food & Drink
Sears Optical,dentista,Healthcare
Alimony,,Bills & Utilities
VENMO CASHOUT $4896.39 Consulting,,Income
Sport Rehab,medizinisch,Healthcare
Stationery,книги,Education
Black Cab,Premium gas,Transport
Ramen Ichiran SUBSCRIPTION RENEWAL Pizza,,Food & Drink
iCloud,Late fee,Bills & Utilities
STATE FARM INS $318.82 Auto-pay,,Bills & Utilities
Mercado Libre,Makeup,Shopping
HOSPITAL BILL $155.41,,Healthcare
Neiman Marcus,compras,Shopping
Drone,Facial,Entertainment
First American,Storage,Housing
UDEMY COURSE $1625.57 Grant,,Education
PLAYSTATION STORE $9.58 DLC,,Entertainment
POS PURCHASE Ben & Jerry's HOUSTON,,Food & Drink
Nintendo eShop,Spa treatment,Entertainment
Rentokil,住宅,Housing
ONLINE PURCHASE Smoothie King.COM,,Food & Drink
MISC PURCHASE $179.48,,Other
HOME DEPOT.COM $1464.29,,Housing
Olive Garden,Dinner,Food & Drink
Pension,Direct deposit,Income
Amazon Music,Live show,Entertainment
Bank Fee,прочее,Other
Taxi,Parking fee,Transport
IRS TREAS 310 TAX REF Dividend payment,,Income
RENT PAYMENT $1463.58,,Housing
Myntra,,Shopping
Online Shopping,Hat,Shopping
Furniture Store,Hotel,Housing
Dermatologist,Root canal,Healthcare
Zillow,수리,Housing
Craigslist Housing,Furniture,Housing
DOORDASH *Food Market PURCHASE,,Food & Drink
Community Center,geral,Other
Taco Bell,Quick bite,Food & Drink
Conference,Martial arts,Education
GOVERNMENT PAYMENT $72.35,,Other
MAINTENANCE Roofing $1784.81 Security,,Housing
Lambda School,Language class,Education
VENMO CASHOUT $8220.85,,Income
Paycheck,Capital gains,Income
PayPal,Online sale,Income
Social Security,зарплата,Income
